Price	Product_descriptions
560.56	Lenovo FLEX 5 16IAU7 2-IN-1 Core™ i7-1255U 512GB SSD 8GB 16" (1920x1200) TOUCHSCREEN WIN11 STORM GRAY Backlit Keyboard FP Reader
217.36	Lenovo 5 14IOB6 Tower Core™ i5-10400 1TB+256GB SSD 12GB DVD-RW WIN11 MINERAL GREY Keyboard Mouse
1434.16	Lenovo LEGION T7 34IAZ7 GAMING Core™ i9-12900K 1TB+512GB SSD 32GB WIN11 NVIDIA® GTX 3080 10240MB BLACK Keyboard Mouse
830.96	Lenovo LEGION T5 26IAB7 GAMING Core™ i7-12700 1TB SSD 16GB WIN11 NVIDIA® GTX 3060 12288MB BLACK Keyboard Mouse
539.76	Lenovo 5 27IMB05 ALL-IN-ONE Core™ i5-10400T 1TB+256GB SSD 8GB 27" (2560x1440) TOUCHSCREEN WIN11 Pro MINERAL GRAY Keyboard Mouse
518.96	Lenovo 3 27ITL6 ALL-IN-ONE Core™ i5-1135G7 256GB SSD 8GB 27" (1920x1080) TOUCHSCREEN Win 11 BLACK Keyboard Mouse
1246.96	Lenovo YOGA 7 27ACH6 ALL-IN-ONE AMD Ryzen™ 7 5800H 1TB SSD 16GB 27" (3840x2160) TOUCHSCREEN WIN11 AMD RX 6600M 8192MB Wireless Keyboard & Mouse CLOUD GRAY
300.56	Lenovo 3 22IAP7 ALL-IN-ONE Pentium® Gold 8505 256GB SSD 4GB 21.5" (1920x1080) WIN11 BLACK Wireless Keyboard Mouse
768.56	Lenovo 5 27IAAH7 ALL-IN-ONE Core™ i7-12700H 256GB SSD 16GB 27" (2560x1440) TOUCHSCREEN WIN11 STORM GRAY Keyboard Mouse
1496.56	Lenovo ThinkPad P53 MOBILE WORKSTATION Xeon® E-2276M 2TB SSD 128GB 15.6" (3840x2160) WIN10 Pro NVIDIA® Quadro RTX 5000 16384MB BLACK Backlit Keyboard FP Reader
622.96	Lenovo ThinkPad E15 Gen 4 AMD Ryzen™ 7 5825U 256GB SSD 8GB 15.6" (1920x1080) IPS WIN11 Pro MINERAL METALLIC
76.96	Lenovo L22e-30 21.5" (1920x1080) LED Monitor BLACK
966.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1260P 512GB SSD 16GB 16" (1920x1200) WIN11 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
394.16	Lenovo ThinkPad L13 Gen 3 AMD Ryzen™ 5 PRO 5675U 256GB SSD 8GB 13" (1920x1200) WIN11 THUNDER BLACK
914.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION AMD Ryzen™ 7 PRO 6850U 512GB SSD 32GB 16" WUXGA (1920x1200) IPS WIN11 Pro BLACK Backlit Keyboard FP Reader
966.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1270P 256GB SSD 16GB 16" (1920x1200) WIN11 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader
966.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1260P 512GB SSD 16GB 16" (1920x1200) WIN11 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader
643.76	Lenovo ThinkPad T14 Gen 2 Core™ i5-1145G7 256GB SSD 16GB 14" (1920x1080) WIN10 Pro BLACK Backlit Keyboard FP Reader 3-year on-site warranty
622.96	Lenovo ThinkPad T14 Gen 2 Core™ i5-1145G7 256GB SSD 16GB 14" (1920x1080) WIN10 Pro BLACK 3-year on-site warranty
622.96	Lenovo ThinkPad T14 Gen 2 Core™ i5-1135G7 256GB SSD 16GB 14" (1920x1080) WIN10 Pro BLACK 3-year warranty
498.16	Lenovo LEGION T530-28ICB GAMING Core™ i7-9700 1TB+512GB SSD 16GB DVD-RW WIN10 NVIDIA® GTX 1660Ti 6144MB Keyboard Mouse BLACK NEW OPEN BOX
435.76	Lenovo ThinkCentre M70a ALL-IN-ONE Core™ i5-10400 256GB SSD 8GB 21.5" (1920x1080) DVD-RW WIN10 Pro BLACK
726.96	Lenovo ThinkPad T14 Gen 2 AMD Ryzen™ 5 PRO 5650U 256GB SSD 32GB 14" (1920x1080) TOUCHSCREEN WIN10 Pro BLACK Backlit Keyboard FP Reader 3-year warranty
414.96	Lenovo 5 14IOB6 TOWER Core™ i7-11700 512GB SSD 16GB WIN10 MINERAL GRAY
258.96	Lenovo ThinkCentre M920q Tiny Core™ i7-8700T 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
362.96	Lenovo ThinkCentre M80q Tiny Core™ i5-10500T 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
643.76	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i9-10900K 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
290.16	Lenovo ThinkStation P358 TOWER WORKSTATION AMD Ryzen™ 3 4350G 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
196.56	Lenovo ThinkPad 11e YOGA Gen 6 Core™ m3-8100Y 256GB SSD 4GB 11.6" (1366x768) TOUCHSCREEN WIN10 Pro BLACK
654.16	Lenovo ThinkPad T14s Gen 2 Core™ i5-1145G7 256GB SSD 8GB 14" (1920x1080) TOUCHSCREEN WIN10 Pro VILLI BLACK Backlit Keyboard 3-year on-site warranty
747.76	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION AMD Ryzen™ 5 PRO 6650U 512GB SSD 16GB 16" (1920x1200) WIN10 Pro BLACK Backlit Keyboard FP Reader
123.76	Lenovo Chromebook 300e 2-IN-1 MTK MT8173C 32GB eMMC 4GB 11.6" (1366x768) IPS TOUCHSCREEN CHROME OS BLACK
30.16	Lenovo 4X20H15594 65W Travel AC Adapter
602.16	Lenovo ThinkCentre Neo 30a ALL-IN-ONE Core™ i5-1240P 512GB SSD 16GB 23.8" (1920x1080) DVD-RW WIN11 Pro RAVEN BLACK Wireless Keyboard Mouse
622.96	Lenovo ThinkStation P360 UFF WORKSTATION Core™ i5-12600 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
487.76	Lenovo ThinkCentre M90a ALL-IN-ONE Core™ i5-10400 512GB 8GB 23.8" (1920x1080) WIN10 Pro BLACK Keyboard Mouse
331.76	Lenovo ThinkCentre M80s SFF Core™ i5-10500 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
446.16	Lenovo ThinkCentre M70q Tiny Core™ i7-10700T 1TB SSD 16GB WIN10 Pro RAVEN BLACK Keyboard Mouse
186.16	Lenovo ThinkCentre M75s Gen 2 SFF AMD Ryzen™ 3 PRO 5350G 128GB SSD 8GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
2078.96	Lenovo ThinkStation P620 TOWER WORKSTATION AMD Ryzen™ Threadripper™ PRO 5945WX 512GB SSD 32GB WIN11 Pro NVIDIA® RTX A4000 16384MB BLACK Keyboard Mouse
290.16	Lenovo 3 24IMB05 ALL-IN-ONE Core™ i3-10100T 256GB SSD 8GB 23.8" (1920x1080) TOUCHSCREEN WIN10 BLACK Keyboard Mouse
518.96	Lenovo 5 27IMB05 ALL-IN-ONE Core™ i7-10700T 512GB SSD 16GB 27" (2560x1440) TOUCHSCREEN WIN10 GRAY Keyboard Mouse
518.96	Lenovo ThinkPad X1 Yoga Gen 6 Core™ i5-1135G7 512GB SSD 16GB 14" (3840x2400) TOUCHSCREEN WIN10 Pro STORM GRAY
113.36	Lenovo ThinkVision P27q-20 27" (2560x1440) LED Monitor
71.76	Lenovo ThinkVision T22i-20 21.5" (1920x1080) LCD BLACK
123.76	Lenovo ThinkVision P27u-20 27" (3840x2160) IPS Monitor
102.96	Lenovo L27m-30 27" (1920x1080) IPS RAVEN BLACK Monitor
206.96	Lenovo ThinkPad C13 Yoga Gen 1 AMD Ryzen™ 5 3500C 128GB SSD 8GB 13.3" (1920x1080) TOUCHSCREEN CHROME ABYSS BLUE NEW OPEN BOX
1246.96	Lenovo ThinkStation P360 UFF Core™ i7-12700 1TB SSD 64GB WIN11 Pro NVIDIA® A2000 12288MB BLACK Keyboard Mouse NEW OPEN BOX
76.96	Lenovo Chromebook 300e 2-IN-1 Celeron® Quad-Core N4020 32GB eMMC 4GB 11.6" (1366x768) IPS TOUCHSCREEN CHROME OS BLACK
352.56	Lenovo ThinkStation P340 WORKSTATION Core™ i5-10400 1TB 8GB WIN10 Pro NVIDIA® Quadro P620 2048MB Keyboard Mouse BLACK
331.76	Lenovo ThinkCentre M80s SFF Core™ i5-10500 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
643.76	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i9-10900 512GB SSD 32GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
154.96	Lenovo ThinkVision T27hv-20 27" QHD (2560x1440) VoIP Monitor
602.16	Lenovo 5 27IMB05 ALL-IN-ONE Core™ i7-10700T 512GB SSD 16GB 27" (2560x1440) TOUCHSCREEN WIN10 GRAY Keyboard Mouse
113.36	Lenovo ThinkVision T22i-20 21.5" (1920x1080) LCD BLACK
279.76	Lenovo 520-22ICB ALL-IN-ONE Core™ i3-8100T 1TB +16GB Optane 4GB 21.5" (1920x1080) TOUCHSCREEN DVD-RW WIN10 Keyboard Mouse BLACK
383.76	Lenovo ThinkCentre M70c SFF Core™ i5-10400 1TB 8GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
29.12	Lenovo 4XB0P01013 ThinkCentre 1TB 5400RPM SATA 6Gb/s
154.96	Lenovo ThinkCentre Tiny-in-One 23.8" (1920x1080) IPS Gen 4 Monitor
113.36	Lenovo Q24h-10 23.8" QHD (2560x1440) IPS GRAY
1142.96	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i7-10700 512GB SSD 16GB WIN10 Pro NVIDIA® RTX 4000 8192MB Keyboard Mouse BLACK
144.56	Lenovo ThinkCentre M910q Tiny Core™ i5-6500T 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
144.56	Lenovo 1 14IGL05 Celeron® Dual-Core N4020 64GB eMMC 4GB 14" (1366x768) WIN10 S ICE BLUE
321.36	Lenovo YOGA C740-14IML 2-IN-1 Core™ i5-10210U 256GB SSD 8GB 14" (1920x1080) TOUCHSCREEN WIN10 MICA Backlit Keyboard FP Reader 3.09 lbs., 0.67" thin
1454.96	Lenovo ThinkStation P340 TOWER WORKSTATION Xeon® W-1290 1TB SSD 32GB DVD-RW WIN10 Pro NVIDIA® Quadro RTX 4000 8192MB Keyboard Mouse BLACK
290.16	Lenovo ThinkCentre M70s SFF Core™ i5-10400 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
82.16	Lenovo Chromebook 500e 2-IN-1 Celeron® Quad-Core N3450 32GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME OS BLACK
196.56	Lenovo ThinkCentre M720q Tiny Core™ i5-9400T 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
414.96	Lenovo 5 14IMB05 TOWER Core™ i7-10700 256GB SSD 12GB DVD-RW WIN10 MINERAL GRAY Keyboard Mouse
196.56	Lenovo ThinkVision P27h-20 27" QHD (2560x1440) IPS Monitor
144.56	Lenovo ThinkStation P330 TINY WORKSTATION Core™ i3-8100T 256GB SSD 8GB WIN10 Pro NVIDIA® Quadro P620 2048MB Keyboard Mouse BLACK
581.36	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i7-10700 512GB SSD 16GB WIN10 Pro NVIDIA® Quadro P1000 4096MB Keyboard Mouse BLACK
706.16	Lenovo ThinkStation P520c TOWER WORKSTATION Xeon® W-2123 3.6GHz 512GB SSD 16GB DVD-RW WIN10 Pro NVIDIA® Quadro P400 2048MB Keyboard Mouse BLACK
83.2	Lenovo 300e Gen 2 WINBOOK 2-IN-1 AMD 3015e 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN WIN10 Pro BLACK
487.76	Lenovo 5 14IOB6 TOWER Core™ i7-11700 512GB SSD 16GB WIN10 MINERAL GRAY
352.56	Lenovo ThinkCentre M70t Tower Core™ i5-10400 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
487.76	Lenovo LEGION T5 26IOB6 GAMING Core™ i5-11500 1TB+512GB SSD 16GB WIN10 NVIDIA® GTX1660 SUPER 6144MB Keyboard Mouse BLACK
643.76	Lenovo ThinkBook 14P Gen 2 ACH AMD Ryzen™ 7 5800H 1TB SSD 16GB 14" 2.2K (2280x1440) WIN10 Pro MINERAL GRAY Backlit Keyboard FP Reader
248.56	Lenovo Duet 5 13Q7C6 Chromebook 2-in-1 Snapdragon™ SC7180 64GB eMMC 4GB 13.3" (1920x1200) TOUCHSCREEN CHROME OS STORM GRAY W/ Detachable Keyboard
175.76	Lenovo ThinkCentre M75n Thin Client AMD Ryzen 3 PRO 3300U 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
539.76	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i7-10700 1TB SSD 32GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
227.76	Lenovo 3 17ITL6 Core™ i3-1115G4 1TB 8GB 17.3" (1600x900) WIN11 ABYSS BLUE
394.16	Lenovo Slim 7 PRO 14IHU5 Core™ i7-11370H 1TB SSD 16GB 14" (2880x1800) TOUCHSCREEN WIN11 SLATE GRAY Backlit Keyboard FP Reader
539.76	Lenovo 5 27IMB05 ALL-IN-ONE Core™ i5-10400T 1TB+256GB SSD 8GB 27" (2560x1440) TOUCHSCREEN WIN11 MINERAL GRAY Keyboard Mouse
279.76	Lenovo 3 15ITL05 Core™ i3-1115G4 256GB SSD 8GB 15.6" (1366x768) TOUCHSCREEN WIN11 PLATINUM GRAY
383.76	Lenovo 5 15ALC05 AMD Ryzen™ 7 5700U 256GB SSD 8GB 15.6" (1920x1080) TOUCHSCREEN WIN11 GRAY
394.16	Lenovo ThinkCentre M70a ALL-IN-ONE Core™ i5-10400 256GB SSD 8GB 21.5" (1920x1080) WIN10 Pro BLACK Keyboard Mouse
435.76	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i5-11500 1TB 8GB WIN10 Pro NVIDIA® Quadro T600 4096MB Keyboard Mouse BLACK
446.16	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 7 PRO 4750G 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
446.16	Lenovo ThinkCentre M90q Tiny Gen 2 Core™ i5-11500 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
342.16	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i5-11500 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
373.36	Lenovo 5 14IMB05 TOWER Core™ i5-10400 1TB+256GB SSD 12GB DVD-RW WIN10 Pro GRAY Keyboard Mouse
498.16	Lenovo LEGION T5 28IMB05 GAMING Core™ i5-10400 1TB+256GB SSD 16GB WIN10 NVIDIA® GTX 1660 SUPER 6144MB Keyboard Mouse BLACK
1018.16	Lenovo LEGION T7 34IMZ5 GAMING Core™ i7-11700K 1TB+1TB SSD 32GB WIN11 NVIDIA® RTX 3070 8192MB Keyboard Mouse BLACK
674.96	Lenovo 5 27IMB05 ALL-IN-ONE Core™ i7-10700T 512GB SSD 16GB 27" (2560x1440) TOUCHSCREEN WIN11 Pro MINERAL GRAY Keyboard Mouse
518.96	Lenovo ThinkStation P350 TINY WORKSTATION Core™ i7-11700 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
1600.56	Lenovo ThinkPad P1 Gen 4 MOBILE WORKSTATION Xeon® W-11855M 1TB SSD 64GB 16" UHD (3840x2400) TOUCHSCREEN WIN10 Pro NVIDIA® RTX A2000 4096MB BLACK Backlit Keyboard FP Reader
165.36	Lenovo 3 15ITL05 Core™ i3-1115G4 256GB SSD 8GB 15.6" (1366x768) TOUCHSCREEN WIN11 PLATINUM GRAY
175.76	Lenovo FLEX 5 14ITL05 2-IN-1 Core™ i3-1115G4 128GB SSD 4GB 14" (1920x1080) TOUCHSCREEN WIN10 S GRAPHITE GRAY
269.36	Lenovo 5 14IOB6 TOWER Core™ i5-10400 1TB+256GB SSD 12GB DVD-RW WIN11 MINERAL GREY Keyboard Mouse
206.96	Lenovo 3 22IMB05 ALL-IN-ONE Pentium® Gold G6400T 1TB 4GB 21.5" (1920x1080) WIN10 BLACK Keyboard Mouse
82.16	Lenovo ThinkVision T23i-20 23" (1920x1080) LED Monitor
80.08	Lenovo ThinkVision E24-28 23.8" (1920x1080) LED monitor
1.04	Lenovo Wireless USB Receiver 2.4GHz
1.04	Lenovo ThinkStation Tower Dust Shield
1.04	Lenovo 10e Chromebook Tablet Protector
1.04	Lenovo 10e Chromebook Tablet Protector
1.04	Lenovo 10e Chromebook Tablet Protector
1.04	Lenovo 100 In-Ear Headphone WHITE
1.04	Lenovo 100 Stereo Analog Headset Silver
87.36	Lenovo ThinkVision S24e-20 23.8 (1920x180) LED monitor RAVEN BLACK
1.04	Lenovo Laptop Ultra Slim Sleeve 10 GRAY
300.56	Lenovo FLEX 5 14ALC7 2-IN-1 AMD Ryzen™ 3 5300U 512B SSD 8GB 14" (1920x1200) TOUCHSCREEN WIN11 CLOUD GRAY
123.76	Lenovo ThinkCentre Tiny-in-One 21.5" (1920x1080) Near Edgeless LED Webcam BLACK
82.16	Lenovo C27-30 27" (1080p) LED monitor
123.76	Lenovo D27-30 27" (1920x1080) FreeSync VA Monitor
134.16	Lenovo L27i-30 27" (1920x1080) RAVEN BLACK
414.96	Lenovo 3 15ALC6 AMD Ryzen™ 7 5700U 512GB SSD 12GB 15.6" (1920x1080) TOUCHSCREEN WIN11 ABYSS BLUE Backlit Keyboard FP Reader
206.96	Lenovo FLEX 5 14ITL05 2-IN-1 Core™ i3-1115G4 256GB SSD 8GB 14" (1920x1080) TOUCHSCREEN WIN11 GRAPHITE GRAY FP Reader
466.96	Lenovo FLEX 5 14ALC7 2-IN-1 AMD Ryzen™ 7 5700U 512GB SSD 16GB 14" (2240x1400) TOUCHSCREEN WIN11 STORM GRAY Backlit Keyboard FP Reader
425.36	Lenovo ThinkCentre M90s Gen 3 SFF Core™ i5-12500 256GB 8GB DVD-RW WIN11 Pro Keyboard Mouse BLACK
633.36	Lenovo ThinkPad X1 TITANIUM YOGA Gen 1 Core™ i5-1130G7 512GB SSD 16GB 13.5" (2560x1440) TOUCHSCREEN WIN10 Pro SILVER Backlit Keyboard FP Reader
810.16	Lenovo ThinkPad P15 Gen 2 MOBILE WORKSTATION Core™ i7-11800H 512GB SSD 16GB 15.6" (1920x1080) WIN10 Pro NVIDIA® T1200 4096MB BLACK Backlit Keyboard FP Reader
1309.36	Lenovo ThinkStation P620 TOWER WORKSTATION AMD Ryzen™ Threadripper™ PRO 3945WX 1TB SSD 32GB WIN10 Pro NVIDIA® Quadro P2200 5120MB BLACK Keyboard Mouse
487.76	Lenovo 3 14ITL6 Core™ i7-1165G7 512GB SSD 8GB 14" (1920x1080) WIN11 ARTIC GREY FP Reader
591.76	Lenovo Slim 7 14IAP7 Core™ i7-1260P 1TB SSD 16GB 14" (2880x1800) TOUCHSCREEN WIN11 CLOUD GRAY Backlit Keyboard
466.96	Lenovo 3 15ABA7 AMD Ryzen™ 7 5825U 512GB SSD 12GB 15.6" (1920x1080) TOUCHSCREEN WIN11 ABYSS BLUE Backlit Keyboard FP Reader
508.56	Lenovo 5 15IAL7 Core™ i7-1255U 512GB SSD 8GB 15.6" (1920x1080) WIN11 STORM GRAY Backlit Keyboard FP Reader
456.56	Lenovo 3 07IAB7 Tower Core™ i7-12700 512GB SSD 16GB WIN11 CLOUD GRAY Keyboard Mouse
1.04	Lenovo Wireless USB Receiver 2.4GHz
1558.96	Lenovo ThinkStation P520 TOWER WORKSTATION Xeon® W-2235 22TB (2*6TB+10TB)+512GB SSD 64GB WIN10 Pro NVIDIA® RTX 3080Ti 12288MB BLACK Keyboard Mouse
768.56	Lenovo ThinkPad P1 Gen 3 MOBILE WORKSTATION Core™ i7-10750H 512GB SSD 16GB 15.6" (1920x1080) WIN10 Pro NVIDIA® Quadro T1000 Max-Q 4096MB BLACK Backlit Keyboard FP Reader
456.56	Lenovo ThinkStation P348 TOWER WORKSTATION Core™ i5-11500 256GB SSD 8GB DVD-RW WIN10 Pro NVIDIA® T600 4096MB BLACK Keyboard Mouse
508.56	Lenovo 5 14IAL7 Core™ i5-1235U 512GB SSD 16GB 14" (2240x1400) WIN11 STORM GRAY Backlit Keyboard FP Reader
425.36	Lenovo 5 15IAL7 Core™ i5-1235U 512GB SSD 8GB 15.6" (1920x1080) WIN11 STORM GRAY Backlit Keyboard FP Reader
487.76	Lenovo 5 15ABA7 AMD Ryzen™ 5 5625U 512GB SSD 16GB 15.6" (1920x1080) WIN11 ABYSS BLUE Backlit Keyboard FP Reader
778.96	Lenovo YOGA 7 16IAH7 2-IN-1 Core™ i7-12700H 1TB SSD 16GB 16" (2560x1600) TOUCHSCREEN WIN11 Arc™ A370M 4096MB STORM GRAY Backlit Keyboard FP Reader
706.16	Lenovo Slim 7 CARBON 13IAP7 Core™ i7-1260P 1TB SSD 16GB 13.3" (2560x1660) TOUCHSCREEN WIN11 ONYX GRAY Backlit Keyboard
383.76	Lenovo ThinkCentre M90t Tower Core™ i7-10700 1TB 16GB WIN11 BLACK Keyboard Mouse
1.04	Lenovo STM Ace Case for Lenovo 100e/w Gen 3 BLACK
550.16	Lenovo ThinkPad X1 TITANIUM YOGA Gen 1 Core™ i5-1140G7 256GB SSD 16GB 13.5" (2256x1504) TOUCHSCREEN WIN10 Pro TITANIUM Backlit Keyboard FP Reader FRENCH
768.56	Lenovo ThinkPad P15 Gen 1 MOBILE WORKSTATION Core™ i7-10850H 512GB SSD 16GB 15.6" (3840x2160) TOUCHSCREEN WIN10 Pro NVIDIA® Quadro T1000 4096MB BLACK Backlit Keyboard FP Reader
290.16	Lenovo ThinkPad E14 Gen 2 Core™ i3-1115G4 256GB SSD 8GB 14" (1920x1080) WIN10 Pro BLACK
789.36	Lenovo ThinkPad P15s Gen 2 MOBILE WORKSTATION Core™ i7-1185G7 512GB SSD 16GB 15.6" (1920x1080) WIN10 Pro NVIDIA® Quadro T500 4096MB BLACK Backlit Keyboard FP Reader
758.16	Lenovo ThinkPad X1 CARBON Gen 9 Core™ i7-1165G7 256GB SSD 8GB 14" (1920x1200) WIN10 Pro BLACK Backlit Keyboard FP Reader
914.16	Lenovo ThinkPad P1 Gen 4 MOBILE WORKSTATION Core™ i7-11800H 512GB SSD 16GB 16" (3840x2400) WIN10 Pro NVIDIA® T1200 4096MB BLACK Backlit Keyboard
550.16	Lenovo ThinkPad X13 Gen 3 AMD Ryzen™ 5 PRO 6650U 512GB SSD 16GB 13.3" (1920x1200) WIN11 Pro THUNDER BLACK Backlit Keyboard FP Reader
238.16	Lenovo K14 Gen 1 Core™ i3-1115G4 256GB SSD 16GB 14" (1920x1080) WIN10 Pro BLACK
1038.96	Lenovo ThinkPad Z16 Gen 1 AMD Ryzen™ 7 PRO 6850H 1TB SSD 16GB 16" (1920x1200) WIN11 Pro AMD Radeon™ RX 6500M 4096MB ARCTIC GRAY Backlit Keyboard FP Reader
1267.76	Lenovo ThinkPad Z16 Gen 1 AMD Ryzen™ 7 PRO 6850H 2TB SSD 32GB 16" (3840x2400) OLED TOUCHSCREEN WIN11 Pro AMD Radeon™ RX 6500M 4096MB ARCTIC GRAY Backlit Keyboard FP Reader
1215.76	Lenovo ThinkPad Z16 Gen 1 AMD Ryzen™ 9 PRO 6950H 1TB SSD 32GB 16" (1920x1200) TOUCHSCREEN WIN11 Pro AMD Radeon™ RX 6500M 4096MB ARCTIC GRAY Backlit Keyboard FP Reader
654.16	Lenovo YOGA 9 14ITL5 2-IN-1 Core™ i7-1185G7 1TB SSD 16GB 14" (3840x2160) TOUCHSCREEN WIN10 SHADOW BLACK Backlit Keyboard FP Reader
78.0	Lenovo 300e Gen 2 WINBOOK 2-IN-1 AMD 3015e 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN WIN10 Pro BLACK
6.24	Lenovo EZVIZ C1C Network Surveillance Camera
352.56	Lenovo 3 15ABA7 Core™ i5-1235U 512GB SSD 8GB 15.6" (1920x1080) TOUCHSCREEN WIN11 ABYSS BLUE Backlit Keyboard FP Reader
747.76	Lenovo LEGION 5 PRO 16IAH7 GAMING Core™ i7-12700H 512GB SSD 16GB 16" (2560x1600) 165Hz WIN11 NVIDIA® RTX 3050Ti 4096MB STORM GRAY Backlit Keyboard
955.76	Lenovo ThinkPad P15 Gen 2 MOBILE WORKSTATION Core™ i7-11850H 2TB SSD 16GB 15.6" (1920X1080) WIN10 Pro NVIDIA® T1200 4096MB BLACK Backlit Keyboard FP Reader FRENCH NEW OPEN BOX
1288.56	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i7-12800HX 1TB SSD 32GB 16" (3840x2400) WIN11 Pro NVIDIA® RTX A1000 4096MB STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
1579.76	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i7-12800HX 1TB SSD 64GB 16" (3840x2400) WIN11 Pro NVIDIA® RTX A3000 12288MB STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
2006.16	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i9-12900HX 1TB SSD 64GB 16" (3840x2400) WIN11 Pro NVIDIA® RTX A4500 16384MB STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
1142.96	Lenovo ThinkPad P15v Gen 3 MOBILE WORKSTATION Core™ i7-12800H 1TB SSD 16GB 15.6” (1920x1080) WIN11 Pro NVIDIA® RTX A2000 4096MB BLACK FP Reader NEW OPEN BOX
1142.96	Lenovo ThinkPad P15v Gen 3 MOBILE WORKSTATION Core™ i7-12800H 1TB SSD 32GB 15.6” (3840x2180) WIN11 Pro NVIDIA® RTX A2000 4096MB BLACK FP Reader NEW OPEN BOX
872.56	Lenovo ThinkPad T15p Gen 3 Core™ i7-12800H 512GB SSD 16GB 15.6" (1920x1080) WIN11 Pro NVIDIA® RTX 3050 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
1038.96	Lenovo ThinkPad T15p Gen 3 Core™ i7-12800H 1TB SSD 32GB 15.6" (1920x1080) WIN11 Pro NVIDIA® RTX 3050 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
539.76	Lenovo ThinkStation P348 TOWER WORKSTATION Core™ i7-11700 512GB SSD 16GB WIN10 Pro NVIDIA® Quadro T600 4096MB BLACK Keyboard Mouse NEW OPEN BOX
342.16	Lenovo ThinkPad L14 Gen 3 Core™ i3-1215U 256GB SSD 8GB 14" (1366x768) WIN11 Pro BLACK
8.32	Lenovo SIIG 3-in1 Power Bank Charger Power Bank
30.16	Lenovo Google Nest Temperature Sensor Bluetooth 4.0 WHITE
6.24	Lenovo VisionTek HDMI to Displayport Active Adapter
76.96	Lenovo Tripp Lite USB-C Docking Station w/USB-A Hub x2 HDMI PD Charging 1080p 60Hz Portable Thunderbolt 3 SILVER
799.76	Lenovo ThinkPad T16 Core™ i7-1260P 512GB SSD 16GB 16" (1920x1200) WIN10 Pro THUNDER BLACK Backlit Keyboard FP Reader
1.04	Lenovo MAXCases Extreme Shell-S for Lenovo 100e G2 Chromebook 11 BLACK
186.16	Lenovo ThinkCentre M920t Tower Core™ i7-8700 2TB 16GB WIN10 Pro BLACK Keyboard Mouse USED OPEN BOX
300.56	Lenovo ThinkCentre M75s Gen 2 SFF AMD Ryzen™ 7 PRO 5750G 512GB SSD 16GB DVD-RW WIN10 Pro Keyboard Mouse BLACK USED OPEN BOX
