Price	Product_descriptions
498.16	Lenovo 3 14ALC6 AMD Ryzen™ 7 5700U 512GB SSD 8GB 14" (1920x1080) WIN11 SAND Backlit Keyboard FP Reader
134.16	Lenovo ThinkCentre Tiny-in-One 23.8" (1920x1080) IPS Gen 4 Monitor USED OPEN BOX
1662.96	Lenovo ThinkPad P17 Gen 1 MOBILE WORKSTATION Xeon® W-10855M 1TB SSD 128GB 17.3" UHD (3840x2160) WIN10 Pro NVIDIA® RTX 5000 16384MB BLACK Backlit Keyboard FP Reader
789.36	Lenovo ThinkPad T16 Core™ i7-1260P 512GB SSD 16GB 16" (1920x1200) TOUCHSCREEN WIN11 Pro THUNDER BLACK Backlit Keyboard FP Reader
893.36	Lenovo ThinkPad T16 Core™ i7-1270P 512GB SSD 16GB 16" (1920x1200) TOUCHSCREEN WIN10 Pro BLACK Backlit Keyboard FP Reader
487.76	Lenovo ThinkPad L15 Gen 3 AMD Ryzen™ 5 PRO 5675U 512GB SSD 16GB 15.6" (1920x1080) TOUCHSCREEN WIN10 Pro THUNDER BLACK Backlit Keyboard FP Reader
560.56	Lenovo ThinkPad X13 Gen 3 AMD Ryzen™ 5 PRO 6650U 512GB SSD 16GB 13.3" (1920x1200) WIN11 Pro STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
1288.56	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i7-12800HX 1TB SSD 32GB 16" (3840x2400) WIN11 Pro NVIDIA® RTX A1000 4096MB STORM GRAY Backlit Keyboard FP Reader
622.96	Lenovo LEGION Y540-15IRH GAMING Core™ i7-9750H 1TB SSD 16GB 15.6" (1920x1080) WIN10 NVIDIA® GTX 1660Ti 6144MB BLACK Backlit Keyboard
518.96	Lenovo ThinkCentre M90a ALL-IN-ONE Core™ i5-10500 3.1GHz 256GB SSD 8GB 23.8" (1920x1080) DVD-RW WIN10 Pro BLACK Keyboard Mouse
404.56	Lenovo ThinkCentre M70a ALL-IN-ONE Core™ i5-10400 256GB SSD 8GB 21.5" (1920x1080) TOUCHSCREEN DVD-RW WIN10 Pro BLACK Keyboard Mouse
435.76	Lenovo ThinkCentre M80s SFF Core™ i7-10700 1TB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
425.36	Lenovo ThinkCentre M90s SFF Core™ i7-10700 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
435.76	Lenovo ThinkCentre M80q Tiny Core™ i7-10700T 256GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
331.76	Lenovo ThinkCentre M80q Tiny Core™ i5-10500T 500GB 8GB WIN10 Pro BLACK Keyboard Mouse
331.76	Lenovo ThinkCentre M70q Tiny Core™ i5-10400T 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
331.76	Lenovo ThinkCentre M70q Tiny Core™ i5-10400T 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
196.56	Lenovo ThinkCentre M70q Tiny Celeron® G5905T 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
227.76	Lenovo ThinkCentre M70c SFF Core™ i3-10100 1TB 4GB DVD-RW WIN10 Pro Radeon 520 2048MB BLACK Keyboard Mouse
258.96	Lenovo ThinkCentre M70c SFF Core™ i5-10400 256GB SSD 8GB WIN10 BLACK Keyboard Mouse
279.76	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 7 4750G 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
175.76	Lenovo ThinkCentre M75q Gen 2 Tiny AMD Ryzen™ 3 PRO 4350GE 500GB 4GB WIN10 Pro Keyboard Mouse BLACK
446.16	Lenovo ThinkCentre M90q Tiny Gen 2 Core™ i5-11500 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
570.96	Lenovo ThinkCentre M90t Gen 2 SFF Core™ i7-12700 512GB SSD 16GB WIN11 Pro Keyboard Mouse BLACK
352.56	Lenovo ThinkPad X1 YOGA Core™ i5-8350U 256GB SSD 8GB 14" (2560x1440) TOUCHSCREEN WIN10 Pro BLACK Backlit Keyboard
539.76	Lenovo ThinkPad E15 Gen 4 AMD Ryzen™ 5 5625U 512GB SSD 16GB 15.6" (1920x1080) WIN11 Pro MINERAL METALLIC Backlit Keyboard
394.16	Lenovo ThinkStation P340 SFF WORKSTATION Core™ i5-10500 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
1454.96	Lenovo ThinkStation P620+ TOWER WORKSTATION AMD Ryzen™ Threadripper™ PRO 5945WX 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB Keyboard Mouse BLACK
435.76	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i5-11500 1TB 8GB WIN10 Pro NVIDIA® Quadro T600 4096MB Keyboard Mouse BLACK
435.76	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i5-11500 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
622.96	Lenovo ThinkStation P350 TINY WORKSTATION Core™ i7-11700T 512GB SSD 16GB WIN10 Pro NVIDIA® Quadro T600 4096MB Keyboard Mouse BLACK
1870.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i9-12900 2TB SSD 128GB WIN11 Pro NVIDIA® RTX A4500 20480MB BLACK Keyboard Mouse
518.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i5-12500 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
570.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i5-12500 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
1527.76	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i7-12700 1TB SSD 64GB WIN11 Pro NVIDIA® A2000 12288MB BLACK Keyboard Mouse
1434.16	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i9-12900 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
934.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i9-12900 1TB+512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
1038.96	Lenovo ThinkStation P360 UFF WORKSTATION Core™ i7-12700 1TB SSD 64GB WIN11 Pro NVIDIA® A2000 12288MB BLACK Keyboard Mouse
1350.96	Lenovo ThinkStation P360 UFF Core™ i9-12900 1TB SSD 32GB WIN11 Pro NVIDIA® RTX T1000 8192MB BLACK Keyboard Mouse
758.16	Lenovo ThinkStation P360 UFF WORKSTATION Core™ i7-12700 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
1527.76	Lenovo ThinkStation P360 UFF Core™ i9-12900 1TB SSD 64GB WIN11 Pro NVIDIA® RTX A2000 12288MB BLACK Keyboard Mouse
1766.96	Lenovo ThinkStation P360 UFF Core™ i9-12900 1TB SSD 64GB WIN11 Pro NVIDIA® RTX A5000 16384MB BLACK Keyboard Mouse
1038.96	Lenovo ThinkStation P358 TOWER WORKSTATION AMD Ryzen™ 7 Pro 5845 512GB SSD 16GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
175.76	Lenovo GAMING G27e-20 27" (1920x1080) 100Hz1 BLACK Monitor
248.56	Lenovo 5 14IOB6 Tower Core™ i5-10400 1TB+256GB SSD 12GB DVD-RW WIN11 MINERAL GREY Keyboard Mouse
862.16	Lenovo LEGION T5 26IAB7 GAMING Core™ i7-12700 1TB+1TB SSD 16GB WIN11 NVIDIA® GTX 3060Ti 8192MB BLACK Keyboard Mouse
602.16	Lenovo 5 27IMB05 ALL-IN-ONE Core™ i7-10700T 512GB SSD 16GB 27" (2560x1440) TOUCHSCREEN WIN11 MINERAL GRAY Keyboard Mouse
414.96	Lenovo 5 24IMB05 ALL-IN-ONE Core™ i5-10400T 256GB SSD 8GB 23.8" (1920x1080) TOUCHSCREEN WIN10 BLACK Keyboard Mouse
747.76	Lenovo 5 24IAH7 ALL-IN-ONE Core™ i7-12700H 512GB SSD 16GB 23.8" (1920x1080) TOUCHSCREEN WIN11 BLACK Wireless Keyboard Mouse
1246.96	Lenovo ThinkStation P620 TOWER WORKSTATION AMD Ryzen™ Threadripper™ PRO 3945WX 512GB SSD 32GB DVD-RW WIN10 Pro NVIDIA® Quadro P2200 5120MB BLACK Keyboard Mouse
1018.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1260P 512GB SSD 16GB 16" (1920x1200) TOUCHSCREEN WIN11 NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader
706.16	Lenovo 3 27IAP7 ALL-IN-ONE Core™ i5-1240P 512GB SSD 16GB 27" (1920x1080) TOUCHSCREEN WIN11 BLACK Keyboard Mouse
602.16	Lenovo ThinkPad T14 Gen 2 Core™ i5-1135G7 256GB SSD 8GB 14" (1920x1080) WIN10 Pro BLACK 3-year warranty
404.56	Lenovo ThinkCentre M75s SFF Gen 2 AMD Ryzen™ 7 PRO 5750G 512GB SSD 16GB DVD-RW WIN10 Pro Keyboard Mouse BLACK NEW OPEN BOX
820.56	Lenovo ThinkPad X1 YOGA Gen 7 Core™ i5-1250P 1TB SSD 16GB 14" (1920x1200) TOUCHSCREEN WIN11 Pro STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
446.16	Lenovo 3 22IAP7 ALL-IN-ONE Core™ i3-1220P 512GB SSD 8GB 21.5" (1920x1080) TOUCHSCREEN WIN11 BLACK Wireless Keyboard Mouse
414.96	Lenovo ThinkCentre M70q Tiny Core™ i7-10700T 512GB SSD 4GB WIN10 Pro BLACK Keyboard Mouse
331.76	Lenovo 5 14ARE05 Tower AMD Ryzen™ 7 4700U 1TB+256GB SSD 16GB WIN10 MINERAL SILVER Keyboard Mouse
404.56	Lenovo 3 24IMB05 ALL-IN-ONE Core™ i5-10400T 256GB SSD 8GB 23.8" (1920x1080) WIN10 BLACK Wireless Keyboard & Mouse
446.16	Lenovo 3 24IOB6 ALL-IN-ONE Core™ i5-10400T 256GB SSD 8GB 23.8" (1920x1080) TOUCHSCREEN WIN11 Pro GRAPHITE GRAY
321.36	Lenovo 3 22IAP7 ALL-IN-ONE Pentium® Gold 8505 256GB SSD 8GB 21.5" (1920x1080) TOUCHSCREEN WIN11 Keyboard Mouse BLACK NEW OPEN BOX
446.16	Lenovo ThinkCentre M80s Gen 3 SFF Core™ i5-12500 256GB SSD 8GB DVD-RW WIN11 Pro BLACK Keyboard Mouse
362.96	Lenovo ThinkCentre Neo 30a ALL-IN-ONE Core™ i3-1220P 128GB SSD 8GB 23.8" (1920x1080) WIN11 Pro RAVEN BLACK Wireless Keyboard Mouse
248.56	Lenovo ThinkCentre M70s SFF Core™ i3-10100 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
498.16	Lenovo ThinkEdge SE30 Core™ i5-1145GRE 256GB SSD 16GB WIN10 loT Enterprise BLACK Keyboard Mouse
726.96	Lenovo ThinkPad X1 EXTREME Gen 3 Core™ i5-10400H 512GB SSD 32GB 15.6" (3840x2160) WIN10 Pro WOVEN BLACK Backlit Keyboard FP Reader 3-year on-site warranty
425.36	Lenovo ThinkCentre M90s Gen 3 SFF Core™ i5-12500 256GB 8GB DVD-RW WIN11 Pro Keyboard Mouse BLACK
206.96	Lenovo ThinkStation P330 TINY WORKSTATION Core™ i5-8500T 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
518.96	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i7-10700K 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
726.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i7-12700 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
570.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i5-12500 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
758.16	Lenovo ThinkStation P360 UFF WORKSTATION Core™ i7-12700 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
352.56	Lenovo ThinkCentre M70q Tiny Core™ i5-10400T 256GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
134.16	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 3 PRO 4350G 128GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
2078.96	Lenovo ThinkStation P620 TOWER WORKSTATION AMD Ryzen™ Threadripper™ PRO 3955WX 1TB SSD 32GB WIN10 Pro NVIDIA® RTX 3080 10240MB BLACK Keyboard Mouse
487.76	Lenovo 3 24ITL6 ALL-IN-ONE Core™ i5-1135G7 256GB SSD 8GB DVD-RW 23.8" (1920x1080) TOUCHSCREEN WIN11 BLACK Keyboard Mouse
487.76	Lenovo 3 24ITL6 ALL-IN-ONE Core™ i5-1135G7 256GB SSD 8GB DVD-RW 23.8" (1920x1080) TOUCHSCREEN WIN11 BLACK Wireless Keyboard Mouse
362.96	Lenovo ThinkCentre M70q Tiny Core™ i5-10600T 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
435.76	Lenovo FLEX 5 14ALC05 2-IN-1 AMD Ryzen™ 7 5700U 512GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN11 GRAPHITE GRAY Backlit Keyboard FP Reader
674.96	Lenovo LEGION T5 26IOB6 GAMING Core™ i7-11700 1TB+1TB SSD 16GB WIN10 Pro NVIDIA® GTX 1660 SUPER 6144MB BLACK Keyboard Mouse
414.96	Lenovo A540-24ICB ALL-IN-ONE Core™ i5-9400T 256GB SSD 8GB 23.8" (1920x1080) TOUCHSCREEN WIN10 Wireless Keyboard & Mouse BLACK
154.96	Lenovo ThinkCentre M920s SFF Core™ i5-8500 256GB SSD 8GB DVD-RW WIN10 Pro Keyboard Mouse NEW OPEN BOX
518.96	Lenovo ThinkCentre M90a ALL-IN-ONE Core™ i5-10500 256GB SSD 8GB 23.8" (1920x1080) DVD-RW WIN10 Pro BLACK Keyboard Mouse NEW OPEN BOX
518.96	Lenovo ThinkStation P350 TOWER WORKSTATION Core™ i5-11500 256GB SSD 16GB WIN10 Pro NVIDIA® T1000 4096MB Keyboard Mouse BLACK
